Kode_Promo|TanggalPromo|AREAID|Distributor_ID|Distributor_Name|GroupPromo_ID|PromoType_ID|ClassPromo_ID|COA|TITLE|Tgl_Awal|Tgl_AKhir|Total_sales_TaRGET|Background|promo_mechanisme|claim_mechanisme|claimtradeoff|costofpromo|Type_of_Cost|cost_rasio|status|Complete|tanggal_reco|Jenis_Biaya|Created_by|last_update|Approval1|Approval2|Tgl_approval2|Close|Partial_amount|Kode_budget|alokasi|Value|GroupOutlet_ID|sales_Target|KdPrincipal|level2Name
BP16020388|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY Carrefour 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|75228700|NO DATA|.086300|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|752287.00||871054761|MKI|MODERN
BP16020422|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY Carrefour 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|175000000|NO DATA|.200900|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|1750000.00||871054761|MKI|MODERN
BP16020442|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY Carrefour 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  CANDY|TRANSFER|Uang|84835100|NO DATA|.097300|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|848351.00||871054761|MKI|MODERN
BP16020374|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|524645600|NO DATA|.355200|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|5246456.00||1476789825|MKI|MODERN
BP16020402|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT Carrefour 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|95390100|NO DATA|.064500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|953901.00||1476789825|MKI|MODERN
BP16020436|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE SNACKIT Carrefour 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  SNACKIT|TRANSFER|Uang|175000000|NO DATA|.118500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|1750000.00||1476789825|MKI|MODERN
BP16020445|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL SNACKIT Carrefour 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1476789825|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  SNACKIT|TRANSFER|Uang|107570900|NO DATA|.072800|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|1075709.00||1476789825|MKI|MODERN
BP16020458|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT PF|MAILER PF|601.4303|MAILER PIA 100 CARREFOUR 20 JAN - 02 FEB 2016|2016-01-20 00:00:00|2016-02-02 00:00:00|78400000|UNTUK MENINGKATKAN PENJUALAN|PEMASANGAN FOTO PRODUK DI BROSUR PRODUKNYA ADALAH PIA 100|TRANSFER|Uang|6000000000|NO DATA|76.530600|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|60000000.00||78400000|MKI|MODERN
BP16020459|2016-02-05 00:00:00|NO DATA|KA00003|CARREFOUR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON PIA 100 PEMB. KE 2 DIC 30% CARREFOUR 20 JAN - 02 FEB 2016|2016-01-20 00:00:00|2016-02-02 00:00:00|78400000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN PIA 100 MENDAPATKAN PEMB KE 2 DIC 30% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|1069090900|NO DATA|13.636300|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|10690909.00||78400000|MKI|MODERN
BP16020460|2016-02-05 00:00:00|NO DATA|KA00004|CARREFOUR EXPRSS|KA|TT PF|MAILER PF|601.4303|MAILER PIA 100 CARREFOUR EXPRSS 20 JAN - 02 FEB 2016|2016-01-20 00:00:00|2016-02-02 00:00:00|14700000|UNTUK MENINGKATKAN PENJUALAN|PEMASANGAN FOTO PRODUK DI BROSUR PRODUKNYA ADALAH PIA 100|TRANSFER|Uang|1000000000|NO DATA|68.027200|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|10000000.00||14700000|MKI|MODERN
BP16020461|2016-02-05 00:00:00|NO DATA|KA00004|CARREFOUR EXPRSS|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON PIA 100 PEMB. KE 2 DIC 30% CARREFOUR EXPRSS 20 JAN - 02 FEB 2016|2016-01-20 00:00:00|2016-02-02 00:00:00|14700000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN PIA 100 MENDAPATKAN PEMB KE 2 DIC 30% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|200909100|NO DATA|13.667200|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|2009091.00||14700000|MKI|MODERN
BP16020465|2016-02-05 00:00:00|NO DATA|KA00010|FARMERS|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL KINO CANDY DISC 10% FARMERS 08 FEB - 21 FEB 2016|2016-02-08 00:00:00|2016-02-21 00:00:00|3700000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN ALL KINO CANDY MENDAPATKAN DISC 10% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|37000000|NO DATA|10.000000|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|370000.00||3700000|MKI|MODERN
BP16020466|2016-02-05 00:00:00|NO DATA|KA00010|FARMERS|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL SNACKIT PIA DISC 10% FARMERS 16 FEB - 29 FEB 2016|2016-02-16 00:00:00|2016-02-29 00:00:00|4160000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN ALL SNACKIT PIA MENDAPATKAN DISC 10% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|42000000|NO DATA|10.096100|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|420000.00||4160000|MKI|MODERN
BP16020363|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|80089600|NO DATA|.138500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|800896.00||578026411|MKI|MODERN
BP16020390|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY Giant 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|32035800|NO DATA|.055400|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|320358.00||578026411|MKI|MODERN
BP16020424|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY Giant 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|125000000|NO DATA|.216200|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|1250000.00||578026411|MKI|MODERN
BP16020443|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY Giant 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  CANDY|TRANSFER|Uang|36126700|NO DATA|.062500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|361267.00||578026411|MKI|MODERN
BP16020454|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL CANDY DISC 10% GIANT 18 FEB - 02 MAR 2016|2016-02-18 00:00:00|2016-03-02 00:00:00|27870000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN ALL CANDY MENDAPATKAN DISC 10% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|279000000|NO DATA|10.010700|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|2790000.00||27870000|MKI|MODERN
BP16020375|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|703890267|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|97528900|NO DATA|.138500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|975289.00||703890267|MKI|MODERN
BP16020404|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT Giant 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|703890267|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|39011600|NO DATA|.055400|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|390116.00||703890267|MKI|MODERN
BP16020437|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE SNACKIT Giant 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|703890267|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  SNACKIT|TRANSFER|Uang|125000000|NO DATA|.177500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|1250000.00||703890267|MKI|MODERN
BP16020447|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL SNACKIT Giant 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|703890267|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  SNACKIT|TRANSFER|Uang|43993100|NO DATA|.062400|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|439931.00||703890267|MKI|MODERN
BP16020453|2016-02-05 00:00:00|NO DATA|KA00011|GIANT|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL PIA DISC 10% GIANT 01 JAN - 28 FEB 2016|2016-01-01 00:00:00|2016-02-28 00:00:00|69580000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN ALL PIA MENDAPATKAN DISC 10% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|1392000000|NO DATA|20.005700|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|13920000.00||69580000|MKI|MODERN
BP16020364|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY HERO 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|60722300|NO DATA|.138500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|607223.00||438247809|MKI|MODERN
BP16020391|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY Hero 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|24288900|NO DATA|.055400|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|242889.00||438247809|MKI|MODERN
BP16020425|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY Hero 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|8333300|NO DATA|.019000|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|83333.00||438247809|MKI|MODERN
BP16020444|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY Hero 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  CANDY|TRANSFER|Uang|27390500|NO DATA|.062500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|273905.00||438247809|MKI|MODERN
BP16020376|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT HERO 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|567176127|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|78586200|NO DATA|.138500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|785862.00||567176127|MKI|MODERN
BP16020405|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT Hero 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|567176127|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|31434500|NO DATA|.055400|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|314345.00||567176127|MKI|MODERN
BP16020438|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE SNACKIT Hero 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|567176127|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  SNACKIT|TRANSFER|Uang|8333300|NO DATA|.014600|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|83333.00||567176127|MKI|MODERN
BP16020449|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL SNACKIT Hero 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|567176127|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN  SNACKIT|TRANSFER|Uang|35448500|NO DATA|.062400|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|354485.00||567176127|MKI|MODERN
BP16020456|2016-02-05 00:00:00|NO DATA|KA00013|HERO|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|ADDITIONAL DISKON ALL PIA DISC 10% HERO 16 FEB - 29 FEB 2016|2016-02-16 00:00:00|2016-02-29 00:00:00|49950000|UNTUK MENINGKATKAN PENJUALAN|ADDITIONAL DISKON SETIAP PEMBELIAN ALL PIA MENDAPATKAN DISC 10% BEBAN KEK KLAIM SISTEM RAFRAKSI|TRANSFER|Uang|500000000|NO DATA|10.010000|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|5000000.00||49950000|MKI|MODERN
BP16020368|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  CANDY|TRANSFER|Uang|74036200|NO DATA|.215000|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|740362.00||344300289|MKI|MODERN
BP16020395|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  CANDY|TRANSFER|Uang|37018100|NO DATA|.107500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|370181.00||344300289|MKI|MODERN
BP16020427|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  CANDY|TRANSFER|Uang|625000000|NO DATA|1.815200|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|6250000.00||344300289|MKI|MODERN
BP16020380|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE SNACKIT MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|801736520|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  SNACKIT|TRANSFER|Uang|133303400|NO DATA|.166200|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|1333034.00||801736520|MKI|MODERN
BP16020413|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE SNACKIT MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|801736520|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  SNACKIT|TRANSFER|Uang|66651700|NO DATA|.083100|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|666517.00||801736520|MKI|MODERN
BP16020440|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE SNACKIT MATAHARI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|801736520|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM  SNACKIT|TRANSFER|Uang|625000000|NO DATA|.779500|Approved|SAPTA|2016-02-02 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|6250000.00||801736520|MKI|MODERN
BP16020808|2016-02-05 00:00:00|NO DATA|KA00021|MATAHARI|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD MATAHARI BALARAJA ( PROPTGR2-015/MOD/DLS-MKI/I/2016 )|2015-12-01 00:00:00|2015-12-31 00:00:00|60000000|UNTUK MENINGKATKAN PENJUALAN|FREE GOOD , TARGET  MENGIKAT|TRANSFER|Uang|300000000|NO DATA|5.000000|Approved|SAPTA|2016-02-04 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:24:00|0|0|BD1602000|100|3000000.00||60000000|MKI|MODERN
BP16020813|2016-02-05 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD INDOGROSIR SURABAYA JANUARI 2016 (FREE GOOD (PROPSBY1-26/MOD/DLS/I/16) )|2016-01-01 00:00:00|2016-01-31 00:00:00|75269979|UNTUK MENINGKATKAN PENJUALAN|FREE GOOD , TARGET  MENGIKAT IN KARTON|TRANSFER|Uang|376449900|NO DATA|5.001300|Approved|SAPTA|2016-02-04 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-02-05 14:22:00|0|0|BD1602000|100|3764499.00||75269979|MKI|MODERN
